,Product,Aisle Assigned,Cosine Similarity,aisle_origin,number of transactions that had item
354,Northwest Berry Blend,energy sports drinks,0.008828693975089385,missing,20
355,Children's Chestal Homeopathic Medicine,cold flu allergy,0.008820840075948461,other,88
356,Margarita Simple Cocktail Mixer,spirits,0.00880745390789661,other,9
357,Early Result Pregnancy Test,feminine care,0.008803345907287987,other,375
358,Expert Shapers For Hard Nails,eye ear care,0.008794799238077378,other,6
359,Broccoli  Bunch,fresh vegetables,0.008789730967548785,missing,188
360,Duos Natural Rotisserie Chicken Flavor Cat Treats,cat food care,0.00876788279789868,missing,6
361,Bareskin Premium Lubricant Condoms Sensitivity,eye ear care,0.008736747123543361,other,38
362,Vegetable Juice,packaged produce,0.008719144691053839,missing,122
363,Mini Cupcakes,kitchen supplies,0.008717763016099027,missing,6
364,Organic Powerful Peanut Protein Bar,bakery desserts,0.008714981660037592,missing,10
365,Fruities Pear Mango Squash,baby food formula,0.00871361429414255,missing,15
366,12 Year Old Highland Single Malt Scotch Whisky,beers coolers,0.008696565534786727,missing,4
367,Organic Original Coconut Non-Dairy Beverage,fresh fruits,0.008694592024237715,missing,216
368,Melatonin NutraSpray Sublingual Orange Flavor,skin care,0.00868180442467687,other,52
369,Zero Calorie Tonic Water,soft drinks,0.008681275269192906,other,155
370,Magnum Thin Lubricated Condoms,facial care,0.00865912842430935,other,30
371,Cherry Nighttime Instant Teething Pain Relief Gel,muscles joints pain relief,0.008658495459541641,other,3
372,Sensitive Skin Experts Micellar Cleansing Oil,muscles joints pain relief,0.008658495459541641,missing,3
373,Infants' Ibuprofen 50mg White Grape Flavored Concentrated Drops Fever Reducer/Pain Reliever,diapers wipes,0.008651586765750348,other,49
374,Organic Raw Walnut Halves,kitchen supplies,0.008638147074315348,other,55
375,Ultra Thin Armor Spermicidal Lubricant Condoms,body lotions soap,0.008606425656492766,other,38
376,Organic Gluten Free Whole Grain Chicken Nuggets,feminine care,0.008596645834804219,missing,13
377,Organic Pink Lady (Cripps) Apple Bag,packaged vegetables fruits,0.008556840831341455,missing,227
378,Raise The Roots Kombucha,refrigerated,0.008544086681376267,missing,93
379,Hazelnut Creamer,cream,0.00853880036736322,other,90
380,Mixed Berry Drink,yogurt,0.008535527837609296,missing,84
381,Suiza Enchilada,frozen meals,0.008533009938300617,missing,52
382,Stuffed Hashbrowns Meat Lovers,spirits,0.008527780576943252,missing,15
383,Tender Cuts in Gravy With Real Turkey & Venison Wet Dog Food,mint gum,0.008516500469668781,missing,3
384,Oven Baked Original Potato Crisps,chips pretzels,0.008504099610637462,missing,102
385,Strike On Box Matches,paper goods,0.008488910204600802,other,186
386,Sesame Street Bright Banana Apple Baby Tooth & Gum Cleanser + Toothbrush,facial care,0.008484178502715208,other,20
387,Almond Milk Vanilla Yogurt,soy lactosefree,0.008483089456597545,missing,225
388,Jerky Strip Chicken Apple,deodorants,0.008480059265645294,missing,4
389,Sunset Blush,red wines,0.008468459328531311,other,27
390,Classic Lime Margarita,beers coolers,0.008462343245043358,other,23
391,New Orleans Nitro Cold Brew Coffee,coffee,0.008458291501137225,missing,101
392,Menthol Cough Drops,cold flu allergy,0.008445311401896532,missing,6
393,Fresh 'n Clean Sliced Mushrooms,packaged cheese,0.008436514923597354,missing,202
394,Gelous Grip Hairbrush Frizz-Free + Anti-Static Smoothing,hair care,0.00842019225576675,missing,5
395,Roasted Salted Pistachios,fresh fruits,0.008419289035785373,other,225
396,Hearty Lentil With Vegetables Soup With Chickenpeas & Roasted Garlic,cocoa drink mixes,0.008391386801846321,missing,7
397,Thins Original,cookies cakes,0.00838722939749425,missing,63
398,3mg Melatonin Dietary Supplement Tablets - 240 CT,cat food care,0.008385296842213239,other,41
399,Leafy Romaine,salad dressing toppings,0.008372004615336721,missing,111
400,Carob Spirulina Energy Chunks,fresh fruits,0.008369712156267682,other,199
401,Peppermint Foot Lotion,shave needs,0.00836563827225087,other,6
402,Pro Sensitive Non GMO Infant Formula Powder,baby accessories,0.00834467331095122,missing,16
403,Tape,more household,0.008303148338870999,other,8
404,Organic Mango Beet Berry Smoothie Kickstart,frozen produce,0.008301520867665228,missing,33
405,Original Diaper Rash Ointment & Skin Protectant,frozen dessert,0.00827659429947213,other,7
406,Frozen Roasted Corn,air fresheners candles,0.00827127627331427,missing,8
407,Dory Blueberry Bubbles,frozen dessert,0.008258181386120262,missing,50
408,Organic Sweet Potato (Yam),fresh vegetables,0.00824222502549925,missing,134
409,Fit Kitchen Teriyaki Chicken,frozen meals,0.008218552568292136,missing,18
410,Sea Salt Caramel Baking Chips,specialty wines champagnes,0.008212323214001983,missing,6
411,Cream Sherry,specialty wines champagnes,0.008212323214001983,other,6
412,100% Pure Organic Coconut Water,frozen juice,0.008209831988944209,missing,14
413,Veggies First Pumpkin Banana Puree,baby food formula,0.008209195706181177,missing,10
414,Caramel Almondmilk Creamer,soy lactosefree,0.008208057541541464,missing,141
415,Latin Fiesta Snack Trays,packaged meat,0.008208003458656394,missing,4
416,"Special K Crustless Quiche Sausage, Quinoa, Peppers, Mozzarella & Asiago",first aid,0.008195987134277334,missing,14
417,French Lavender Organic Whole Milk Yogurt,kosher foods,0.00818310564889251,missing,69
418,Greener Masking Tape,more household,0.008153245450036553,missing,59
419,Mexican Style Chicken Bowl,frozen meals,0.008132457244971789,missing,43
420,Assorted Fruit Flavor Gumdrops,cat food care,0.008117482126744593,missing,7
421,Advanced Care Beauty Finish Antiperspirant Deodorant,body lotions soap,0.008104066807571786,missing,21
422,Plain Water Seltzer,packaged produce,0.008103455432231316,missing,44
423,Mochi Mango Ice Cream,spirits,0.008090163002785637,missing,6
424,Veggie Made Riced Cauliflower Lightly Sauced with Savory Herb,kitchen supplies,0.008071080225358258,missing,7
425,Honeysuckle Scented Fabric Softener,cleaning products,0.008069666234909591,missing,21
426,Organic Vanilla Soy Milk,packaged meat,0.008068027240469735,missing,46
427,Natural Hand Selected Chicken Cat Treat Packs,cat food care,0.008053814617266708,missing,4
428,Magic Velvet Mango Organic Food Smashup,baby food formula,0.0080433362715162,missing,15
429,Moderate Absorbency S/M for Women Underwear,body lotions soap,0.008020945976369624,other,28
430,Swisspers Triple Size Cotton Balls,facial care,0.008016795141737419,other,35
431,Water Limonatas,soft drinks,0.007962358532469186,missing,30
432,Unsweetened Lemon Flavor Real Brewed Tea,body lotions soap,0.00795803562485932,missing,4
433,Organic Whole Milk Yogurt Tubes Berry Patch & Strawberry Banana,breakfast bars pastries,0.007926580403632174,missing,97
434,Traditional Panettone,fresh vegetables,0.00791552891675827,other,216
435,Honey & Lemon Alcohol Free Formula Kids Cough Syrup,cold flu allergy,0.007909758833405396,other,19
436,Apricot Pear Carrot Beet Bar,energy granola bars,0.007883214655714676,missing,28
437,Whole Raw Brazil Nuts,fresh vegetables,0.007864402277885653,other,111
438,Pill Pouches Chicken Flavor,dog food care,0.007849930792126182,missing,10
439,Blueberry Drinkable Whole Milk Yogurt,yogurt,0.007846475081591538,missing,105
440,Zero Peach Nutrient Enhanced Water Beverage,energy sports drinks,0.007834960742551167,missing,17
441,Rescue Natural Sleep Liquid Melts,refrigerated pudding desserts,0.007834198573749505,other,25
442,Pea & Spinach Teether Wafer,baby food formula,0.007827160993639304,missing,11
443,Wooden Foot File,skin care,0.007825672754180647,other,16
444,Vegetable Pizza,mint gum,0.007822905204323173,missing,8
445,Ibuprofen Infants' Berry Pain Reliever/Fever Reducer,cold flu allergy,0.007818839044714114,other,7
446,Strawberry Nonfat Yogurt,cookies cakes,0.007808799783873958,missing,28
447,Baby Powder,baby bath body care,0.007806486880269872,other,33
448,Chewy Chocolate Chip,air fresheners candles,0.0077982340559038885,missing,1
449,PM Pain Reliever and Nighttime Sleep Aid Caplets,air fresheners candles,0.0077982340559038885,other,25
450,Organic Sriracha Roasted Seaweed Snacks,fruit vegetable snacks,0.007788924235620124,missing,49
451,Uncured Turkey Bologna,kosher foods,0.0077857759233509955,missing,14
452,Bagged Red Potatos,baking supplies decor,0.007776125260078733,missing,115
453,5-HTP 100 Mg Vegetarian Capsules,vitamins supplements,0.007776036476971404,other,50
454,Original Blue Painter's Tape,more household,0.007767832358509493,other,65
455,Vaginal Gel,feminine care,0.007748911838597636,other,9
456,Low-Fat Chicken Noodle Soup,prepared soups salads,0.007748598434223514,missing,38
457,Cuticle Rehab,facial care,0.007744959913062542,other,6
458,Premium Lubricant Condoms ENZ,deodorants,0.007741199581291036,other,30
459,Smooth Refried Beans,first aid,0.007727250774886936,missing,7
460,Crayons - 24 CT,more household,0.007721771108267353,missing,37
461,Black Ink 1.4 mm Ball Point Pens,more household,0.007721771108267353,missing,37
462,Oat of This Swirled Buttery Brown Sugar Ice Cream,digestion,0.0077134841832475695,missing,6
463,Golden Kiwi,fresh fruits,0.0077041784396677145,missing,131
464,Polenta,packaged cheese,0.007700124376055403,other,173
465,Mach3 Razor Replacement Cartridges,shave needs,0.007684329427392334,missing,16
466,Mojito,frozen juice,0.007679594626401524,other,4
467,Chocolate Fudge Brownie Slices Ice Cream,frozen juice,0.007679594626401524,missing,4
468,"Camilia, Single Liquid Doses",diapers wipes,0.00767225403655004,other,130
469,Falafel,fresh vegetables,0.007666221166840437,other,124
470,"Popped Snack Bites, Salted Caramel Bites",granola,0.007638666042456698,missing,19
471,Top Shelf Margarita Mix,spirits,0.007627478826898995,other,3
472,Medium Blue Ball Point Pens,more household,0.007619491478392906,missing,38
473,Cheese Tortellini Bowls,frozen meals,0.007617521089500364,missing,29
474,Buttery Spray,eye ear care,0.007616519561359034,missing,18
475,"Sweet Balanced Breaks Monterey Jack Natural Cheese, Dried Cranberries & Dark Chocolate Covered Peanuts Snacks",eye ear care,0.007616519561359032,missing,8
476,Platinum Fresh Scent ActionPacs Dishwasher Detergent,eye ear care,0.007616519561359032,missing,8
477,Cherry/ Apple/ Chia Fruit Bar,energy granola bars,0.007615908903136231,missing,30
478,Organic Classic Hazelnut Spread,bulk dried fruits vegetables,0.007615636025649158,missing,4
479,3 Day Cleanse Total Body Reset Advanced Herbal Formula Capsules,protein meal replacements,0.007607024902341151,missing,64
480,Greek Yogurt Flip Carrot Cake Creation,yogurt,0.0076056365801592035,missing,49
481,Wavy Original Potato Chips Party Size,packaged meat,0.007588301881890102,missing,13
482,Yogurt Mint Sauce,indian foods,0.00756716340671105,other,33
483,Cinnamon Roll Fudge Stripes Cookies,beauty,0.007556914802919718,missing,3
484,Chlorofresh Liquid Chlorophyll,vitamins supplements,0.007552754295256712,other,53
485,Tahini Sesame Paste,canned meals beans,0.007549580822918274,other,96
486,Latte Nitro Cold Brew Coffee With Almond Milk,coffee,0.007516225239140461,missing,83
487,Rhodiola Rosea,vitamins supplements,0.007497938350391496,other,16
488,Savory Cracker Mix,breakfast bars pastries,0.007488936795944395,missing,59
489,Natural Body & Foot Powder with Tea Tree Oil & GSE,baby bath body care,0.0074741421555145834,other,9
490,Elderflower Cordial,baby bath body care,0.0074741421555145834,other,9
491,Whole Oregano,spices seasonings,0.0074573579464338935,other,110
492,Banana on the Bottom Greek Yogurt Low-Fat Yogurt,yogurt,0.007455015000686284,missing,51
493,100% Probiotics Pineapple Mango Juice,shave needs,0.007454894562630746,missing,17
494,Natural Bliss Chocolate Flavored Liquid Non Dairy Coffee Creamer,cat food care,0.007445754247599102,missing,13
495,Spongebob Squarepants Go Gurt Strawberry & Cotton Candy Low Fat Yogurt Value Pack,breakfast bars pastries,0.007426266767007211,missing,15
496,Double Ecstasy Lubricated Condoms,oral hygiene,0.007415653683572183,other,16
497,Diet Cranberry Pineapple Juice Drink,canned fruit applesauce,0.007405407760165871,missing,15
498,Rapini (Rabe),spirits,0.0074041870034731415,missing,39
499,Pasta Shapes In Tomato Sauce,cocoa drink mixes,0.007400507544211669,missing,1
500,Custard Yogurt Blueberry,breakfast bars pastries,0.007379675893183627,missing,31
501,100% Pure Peppermint Oil,skin care,0.007378115029103923,other,8
502,Tranquil Rose Massage Oil,skin care,0.007378115029103923,other,8
503,Mandarin Orange Kiwi,protein meal replacements,0.007376508996209601,missing,9
504,Ultra Ribbed Premium Lubricant Condoms Stimulations,body lotions soap,0.007357206537794715,other,13
505,Cw Aerosol Rich & Creamy,feminine care,0.007351263239343475,missing,10
506,Wipe Fresh Pet Wipes,facial care,0.007347514113593192,other,15
507,Sweet Potato Apple & Pumpkin Purees-Veg/Fruit Blend-WIC,baby food formula,0.007342527855848201,missing,8
508,Coffee Chocolate Chunk Greek Nonfat Yogurt & Cinnamon Crisps Dippers,kosher foods,0.007340499936267256,missing,7
509,Dried Porcini Mushroom,frozen dessert,0.0072992700729927005,other,1
510,Original Hot Cereal,frozen dessert,0.0072992700729927005,missing,4
511,Liquid Melatonin Natural Black Cherry Flavor,vitamins supplements,0.007295998368250446,other,23
512,All Purpose Precision Tip 2 Pack,cleaning products,0.007292779244591243,other,85
513,Organic English Seedless Cucumber,fresh vegetables,0.007289916233667318,missing,114
514,Lavender & Chamomile Hand Soap,body lotions soap,0.0072832628868505014,other,26
515,"Immunity Health, Gummy Bears",vitamins supplements,0.007274068657184372,other,17
516,Cold Pressed Watermelon & Lemon Juice Blend,refrigerated,0.00726749136786687,missing,54
517,Toasted Coconut Greek Nonfat Yogurt Honey Oat Crisps Dippers,breakfast bars pastries,0.007263453261322876,missing,8
518,Nacho Grain-Free Tortilla Chips,fresh vegetables,0.0072608615917474,missing,185
519,Kale Chicken Ceasar Bowl Non Gmo,red wines,0.00725867942445541,missing,12
520,Spiral Sliced Hickory Smoked Ham,canned fruit applesauce,0.007244560379365466,other,12
521,Probiotics Peach Passion Fruit Juice,frozen juice,0.007240391249456386,missing,18
522,Deep Woods Insect Repellent VII,first aid,0.007228181235327592,other,18
523,Mega Mix Box,first aid,0.007228181235327591,missing,8
524,Raisin Bran Granola,first aid,0.007228181235327591,missing,2
525,Wondrous Autumn Nights Candle,first aid,0.007228181235327591,missing,8
526,Organic Insect Repellent Fresh Natural Scent,first aid,0.007228181235327591,other,8
527,Ultra Bath Tissue Rolls,first aid,0.007228181235327591,missing,2
528,Salted Caramel Bar,hot cereal pancake mixes,0.007222384501687517,missing,19
529,Light & Fit Blueberry Yogurt,canned fruit applesauce,0.007214930151396823,missing,20
530,Esterelle Rose,red wines,0.007210766825440093,other,19
531,Vanilla Whole Milk Drinkable Yogurt,yogurt,0.00721053857599509,missing,121
532,Artichoke,fresh vegetables,0.007198395512137815,missing,122
533,Toasted Coconut Breakfast Biscuits Packs,cat food care,0.007174908322477124,missing,14
534,Special K Caramel Nut Flavor Protein Bites,facial care,0.007170439559445973,missing,7
535,Kings Hawaiian Smoked Bacon Bbq Sauce,marinades meat preparation,0.007167890954079658,missing,12
536,The Purple Edition Sugarfree Acai Berry Energy Drink,frozen breads doughs,0.007144953546476377,missing,2
537,Rescue Sleep,vitamins supplements,0.00714238119828512,other,24
538,Grain Free Cassava & Chia Tortillas,tortillas flat bread,0.007130542260255489,missing,141
539,Authentic Margaritas Classic Lime,red wines,0.0071278816945683,other,7
540,Organic Five Cheese Pasta Sauce,body lotions soap,0.007117883449820181,missing,5
541,Athlete's Foot Clotrimazole Antifungal Cream,first aid,0.0071178208426024665,other,33
542,Spicy Black Bean Veggie Burger,specialty wines champagnes,0.007112080527414386,missing,2
543,Unsweetened Macadamia Milk,soy lactosefree,0.00710829643029446,missing,122
544,Parmesan Garlic Flavored Popcorn,more household,0.0070809486954167755,missing,11
545,Soft White 29 Watt Halogen Bulbs,more household,0.0070809486954167755,missing,11
546,Premium Chocolate Chunk Brownie Mix,doughs gelatins bake mixes,0.0070776103137501715,missing,27
547,Plain Organic Kale Krunch,vitamins supplements,0.0070691240699740044,missing,50
548,Custard Yogurt Strawberry Flavored With Other Natural Flavor,breakfast bars pastries,0.007046584706628541,missing,34
549,"Organic Stage 2 Banana, Carrot & Cranberry",baby food formula,0.007044444894275373,missing,11
550,Inari,spirits,0.007041583059122166,other,22
551,Melatonin 3 mg Tablets,vitamins supplements,0.007040092636964436,other,61
552,Salted Mixed Nuts,cream,0.00703036919398481,other,158
553,Crossovers Lemon with Shortbread Crumble Low-Fat Greek Yogurt,prepared soups salads,0.0070256990433130075,missing,26
554,Classic Mouthwash,ice cream toppings,0.007023123070965085,missing,8
555,Chicharrones Fried Pork Rinds With Jalapeno Cheddar,chips pretzels,0.00700659977080924,missing,70
556,Horseradish Bloody Mary Mix,spirits,0.0070062866811693575,other,8
557,Milano Slices Peppermint Cookies,cookies cakes,0.007003446369947774,missing,13
558,Mint Frozen Greek Yogurt Sandwiches,more household,0.007001829466953586,missing,5
559,Fingernail Clipper With File,beauty,0.006996343616811805,other,14
560,Honey Thats Nuts,yogurt,0.006983271753836418,missing,68
561,Advanced Care Invisible Sheer Fresh Deodorant,air fresheners candles,0.006974952581381996,missing,5
562,Sparkling Spruce Timeless Joy Holiday Candle,air fresheners candles,0.006974952581381996,missing,20
563,100% Pure Tea Tree Oil,air fresheners candles,0.006974952581381996,other,5
564,Organic Vanilla Lightly Sweetened Almond Milk,protein meal replacements,0.006959414275802408,missing,91
565,Kb Clb Stick Organic Fmly,baking supplies decor,0.006949137769731446,missing,1
566,Beefy Grande Stuffed Nachos,frozen appetizers sides,0.006937171853788989,missing,18
567,Smoked Turkey Rope Sausage,packaged poultry,0.006931626018635444,missing,96
568,Chocolate Mint Candy Canes,candy chocolate,0.006922797804773345,missing,21
569,Organic Sparkling Apple Peach  Juice,juice nectars,0.006921487239818245,other,49
570,Brownie Crunch High Protein Bars,frozen meals,0.006914564093108653,missing,74
571,DreamWalk Ultra Overnight Foot Cream,cold flu allergy,0.006895567884518459,other,4
572,Itlalian Sausage Lasagna,prepared meals,0.006891761115798664,missing,24
573,Paso Robles Cabernet Sauvignon,red wines,0.006886187935883763,missing,30
574,Lasagna & Meat Sauce,frozen meals,0.0068846266131815355,missing,15
575,Strawberry Dairy-Free Probiotic Drinkable Cashewgurt,fresh fruits,0.006884025236021576,missing,140
576,Magnum BareSkin Condoms,shave needs,0.006873073184460517,other,20
577,Cranberry Air Effects Fresh Twist Air Freshener,frozen juice,0.006868838249710363,missing,5
578,Aged Cheddar,frozen juice,0.006868838249710363,missing,5
579,Yakisoba Teriyaki Chicken Flavor Noodles,frozen juice,0.006868838249710363,missing,5
580,Original Berry Flavor Infant Drops,baby food formula,0.006868305897356963,other,28
581,Honey Almond Butter W/ Pretzels,kosher foods,0.006866408952287006,missing,2
582,Gluten Free Fig Bars,fresh fruits,0.006864745871197074,other,154
583,Pasilla Pepper (Chile Negro),red wines,0.006858807358518024,missing,21
584,Maximum Absorbency L for Women  Underwear,feminine care,0.006855088317328056,other,46
585,Soft Baked Minis Snack Packs Double Chocolate Brownie - 6 PK,energy granola bars,0.006853968329481166,missing,60
586,Microwave Garlic And Parsley Potato Kit,cat food care,0.006833888316346353,missing,50
587,Honeysuckle Clean Day 2X Liquid Laundry Detergent,cleaning products,0.006831194841411808,missing,62
588,Melatonin+ 200mg L-Theanine Dietary Supplement Liquid Softgels,shave needs,0.006830515046570964,other,9
589,Quiche Ham/Cheese/Quinoa/Pepper,first aid,0.0068147946228606605,missing,9
590,Potato Chips Regualr Party Size Original,deodorants,0.006799173512481969,missing,14
591,Fresh Whole Mushrooms,frozen juice,0.006793766725159663,missing,46
592,Cold Brew Baridi Black,coffee,0.006793256626494308,missing,148
593,Slide Easy Clean-Up Clumping Non-Stop Odor Control Cat Litter,cat food care,0.006791572811552015,missing,10
594,Simply Sleep Nighttime Sleep Aid,soft drinks,0.006783901062137526,other,45
595,Stuffed Hash Browns Sausage &  Cheese,frozen meals,0.006783897846049045,missing,33
596,100% Natural Plain Baked Coconut Chips,muscles joints pain relief,0.0067826276716502765,missing,11
597,Ant Killer Liquid,more household,0.0067794922296238996,other,12
598,Ovulation & Pregnancy Ovulation Test Kit,protein meal replacements,0.00677575617141122,other,6
599,100% Cauliflower & Sweet Potato Riced Veggies,canned fruit applesauce,0.0067752543500245385,missing,28
600,Famous Fries,frozen meat seafood,0.00676308312430163,missing,8
601,Thick Sliced Bologna,frozen meat seafood,0.00676308312430163,missing,8
602,Chocolate Vanilla Malt Custard,fresh pasta,0.00676235716541055,missing,41
603,Soft Peach S-M Underwear for Women Maximum Absorbency,body lotions soap,0.006752617146314578,other,50
604,Snacking Lupini Beans Hot Pepper,bakery desserts,0.006750595766365734,missing,6
605,Nourish Bowls Sesame Sriracha,cat food care,0.006750369765075261,missing,31
606,Mix Spinach,eggs,0.006744716992125472,missing,115
607,Organic Strawberry Thirst Quencher,eye ear care,0.00673796725931289,missing,23
608,Baiocchi,specialty cheeses,0.006734524825348801,other,56
609,Platinum ActionPacs Dishwasher Detergent,mint gum,0.006732884794511773,missing,30
610,Organic Classic Original Hummus,fresh fruits,0.006730118533886957,missing,116
611,Pull‑Ups Girls Learning Designs Training Pants 4T-5T,diapers wipes,0.006729011928916937,missing,16
612,Harvest Breakfast Fruit‑Filled Strawberry Squares,diapers wipes,0.006729011928916937,missing,16
613,Peanut Butter Breakfast Squares,breakfast bars pastries,0.006709690713073647,missing,6
614,Toe Nail Clip,hair care,0.006709369786792216,other,14
615,Mixed Melon Spears,shave needs,0.006707432622095627,missing,21
616,Chilled Orange Strawberry Banana Juice,canned fruit applesauce,0.006707159613232408,missing,14
617,Organic Maple Sugar,vitamins supplements,0.006706359937031209,other,5
618,Crayons,beauty,0.006703478598131688,other,61
619,Boneless Pork Tenderloin,frozen dessert,0.006698269602060197,other,76
620,Mushroom,packaged poultry,0.006686911848168667,missing,78
621,Kick It Immune For Kids Drops,vitamins supplements,0.00667969438436142,other,14
622,Bone Broth Protein Turmeric,vitamins supplements,0.00667969438436142,missing,14
623,Rescue Remedy for Kids,vitamins supplements,0.00667969438436142,other,14
624,Gourmet Fiesta Flatbread Pizza Pizza Wrap,frozen pizza,0.006651468606854401,missing,8
625,Cheddar Cheese Potato Crisps,air fresheners candles,0.006650356348109706,missing,22
626,Apple Kombucha,tea,0.006641162797873111,missing,45
627,Calms Forte Sleep Aid Tablets - 100 CT,cold flu allergy,0.006635263290570118,other,27
628,Complete All in 1 Lemon Scented Action Packs With Dawn,frozen meat seafood,0.006626441097026742,missing,3
629,Naturals Children's Sleep Melatonin Supplement,cold flu allergy,0.006625047328713546,other,39
630,Quick Dry White Correction Fluid,mint gum,0.006623399696396629,other,31
631,Milk Chocolate Coconut Bar,candy chocolate,0.006620839705032527,other,20
632,Yakisoba Spicy Teriyaki Beef Flavor Noodles,poultry counter,0.006619232190957027,missing,9
633,Dippers Chipotle Ranch Greek Yogurt & Tortilla Chips,cocoa drink mixes,0.006619215174742929,missing,5
634,Nasal Aspirator,baby bath body care,0.006612012839933097,other,46
635,Simply 100 Crunch Vanilla Coconut Macaron Non-Fat Greek Yogurt,packaged meat,0.006599483090982463,missing,11
636,Granola Cups Almond Butter,breakfast bars pastries,0.006598411178064546,missing,19
637,Scratch Free Sponges,eye ear care,0.006596099428558033,missing,24
638,Blueberry Nonfat Yogurt,refrigerated pudding desserts,0.006594779686500303,missing,18
639,"Detox, Bentonite, Great Plains",digestion,0.00657808141386421,other,33
640,Black Cherry Ginger Ale,cat food care,0.00657591209842401,missing,6
641,Colored Pencils,body lotions soap,0.006558721568126604,missing,53
642,Espresso Chocolate Creamer,diapers wipes,0.0065495392674885565,missing,38
643,Dark Chocolate Cold Brew,coffee,0.0065489120540376524,missing,13
644,Simply 100 Crunch Caramel Pecan Turtle,cocoa drink mixes,0.006546871853145854,missing,46
645,Loin Filet Applewood Bacon,canned fruit applesauce,0.006545517555830963,missing,30
646,Extreme Clumping Cat Litter Hawaiian Aloha Scent,beauty,0.006544480193563151,missing,4
647,Organic Vibrant Probiotic Fruit Juice,beauty,0.006544480193563151,missing,4
648,Classics Baby Binks Easter Chocolate Bunny,beauty,0.006544480193563151,missing,4
649,Vanilla Chai Naturally Derived Hand Wash,beauty,0.006544480193563151,missing,4
650,Watch 2032BP Batteries,beauty,0.006544480193563151,other,36
651,Eternal Alkaline Water,packaged produce,0.006542514589015568,missing,30
652,Oral Electrolyte Powder Assorted Flavors,baby food formula,0.006533062040384243,other,57
653,White Quinoa Veggie Burger,tofu meat alternatives,0.00651404749061921,missing,8
654,Rubber Bands,more household,0.0065135254467936525,other,13
655,Chamomile,refrigerated pudding desserts,0.0065017972729315135,other,60
656,BLUEBERRIES,fresh fruits,0.006496191062221475,missing,112
657,Lidocaine Patch Max Strength Odor Free,muscles joints pain relief,0.0064938715946562305,missing,12
658,Organic Eucalyptus Oil,air fresheners candles,0.006488522941530227,other,52
659,Gold AA Alkaline Batteries,shave needs,0.006479995541764601,other,10
660,"Steamfresh Chef's Favorites Broccoli, Cauliflower, Carrots with Cheese Sauce",cat food care,0.006475510597952352,missing,11
661,Original Scent Ultra Dishwashing Liquid,plates bowls cups flatware,0.006473610705873585,missing,6
662,Sniffle Support Drops Alcohol Free Formula,baby bath body care,0.006472796978171811,other,3
663,Soft Cream Cheese with Garlic & Herbs,baby bath body care,0.006472796978171811,missing,3
664,2% Milkfat Lowfat Cottage Cheese Large Curd,refrigerated pudding desserts,0.006461538079198942,missing,3
665,Compact Emeryl File,body lotions soap,0.006433690481122199,other,17
666,Plain Dairy-Free Probiotic Drinkable Cashewgurt,fresh fruits,0.006432056452050063,missing,127
667,Plain Diced Potatoes,canned fruit applesauce,0.006413271245686065,missing,80
668,Melatonin 1 Mg Peppermint Sublingual Tablets,vitamins supplements,0.006402879758176741,other,103
669,Children's Grape 24-Hour,cold flu allergy,0.006402374051192367,other,29
670,Dairy-Free Drinkable Cashewgurt Wild Blueberry Organic,soy lactosefree,0.006402359804072466,missing,103
671,Baby And Me 2 Tablets,vitamins supplements,0.006394263309974684,other,22
672,Apple Flavored Finest Yoghurt,yogurt,0.006390012857731101,missing,51
673,Ultra Oxy Power Degreaser,air fresheners candles,0.00636723144391968,missing,6
674,Citrus Lemon Disinfectant Bathroom Cleaner,air fresheners candles,0.00636723144391968,missing,6
675,Strawberry & Banana & Mango,bakery desserts,0.006364522724595211,missing,3
676,Sour Cream and Onion Flavored Potato Chips,specialty wines champagnes,0.006361238208300451,missing,10
677,Honey Bunches of Oats With Almonds,cereal,0.00635914796733478,missing,44
678,"Stage 2 Apple, Squash & Zucchini",baby food formula,0.006358815651159428,missing,6
679,Training Pants Disney Night-Time 3T-4T,diapers wipes,0.0063583186189647345,missing,28
680,Wave Zig Zag Toothbrush,oral hygiene,0.006356274585919014,missing,4
681,Sriracha Baked Beans,cleaning products,0.006353214508630208,missing,7
682,Super Green Tea Lean Green for Weight Loss Dietary Supplement,beauty,0.00634907837713496,missing,17
683,Propolis Eucalyptus Manuka Honey Lozenge,refrigerated pudding desserts,0.006345104432950438,missing,7
684,Sugar Free Caramel Coffee Hard Candies,candy chocolate,0.006344848992249594,missing,16
685,100% Lactose Free Milk Vitamin D,canned fruit applesauce,0.006337670121510398,missing,8
686,Apple Frank Organic Beef,fresh vegetables,0.006316897288051099,missing,91
687,Whole Cultured Buttermilk,baking ingredients,0.006307892950401425,missing,33
688,Shreds Green Leaf Salad,latino foods,0.006303903009025196,missing,30
689,"Platinum Our Best Clean, Sparkling Silverware & Dishwasher Detergent",digestion,0.006298033462661733,missing,4
690,Rainbow Salad,prepared soups salads,0.006293666283240445,missing,10
691,Organic Finely Shredded Sharp Cheddar Cheese,white wines,0.0062908013641976655,missing,1
692,Bin No. 27 Finest Reserve Porto,red wines,0.006286200779505793,other,4
693,"2nd Foods Carrot, Pear & Blackberry Baby Food",red wines,0.006286200779505793,missing,4
694,Organic Insecticide Ant & Cockroach Killer,more household,0.006276590172437636,other,14
695,Control GX Gray Reducing Shampoo,hair care,0.0062760407558372505,missing,1
696,Organic Cinnamon Rolls With Icing,shave needs,0.006274228704188152,missing,96
